id,name,department,salary
13909,Jonathan George,Sales,127905.54
13910,James Brooks MD,Operations,148783.33
13911,Christine Fowler,Support,48017.43
13912,Jacqueline Hall,Operations,40169.21
13913,Bradley Small,HR,149930.96
13914,Jasmine Mueller,Research,50232.68
13915,Katie Sanchez,Sales,93489.71
13916,Mrs. Patricia Lee DVM,HR,45671.97
13917,Dean Phillips,Marketing,30282.71
13918,Terri Green,Operations,72824.85
13919,Daniel Smith,Sales,111310.99
13920,Stephanie Hardy,Marketing,65926.69
13921,Travis Anderson,Research,76366.11
13922,Susan Daniel,IT,54379.56
13923,Brian Mckay,IT,96066.51
13924,Kristina Townsend,Support,104375.79
13925,Alex Rhodes,Finance,49139.45
13926,Jordan Cantu,Support,134299.06
13927,Daniel Webb,Marketing,141565.06
13928,Jillian Harper,Finance,138580.69
13929,Mike Johnson,IT,31927.28
13930,Samuel Acevedo,IT,33252.75
13931,Margaret Cruz,Support,134820.85
13932,Carrie Daniel,Sales,44694.55
13933,Ashley Elliott,Support,94414.11
13934,Christopher Garcia,IT,75578.50
13935,Laura Jensen,Support,85378.09
13936,Stacey Olson,Support,121740.70
13937,Bethany Lopez,HR,96196.33
13938,Daniel Williams,Operations,90881.13
13939,Darryl Peterson,IT,136774.80
13940,Tamara Allen,IT,70469.73
13941,Victoria Richard,IT,146679.15
13942,Cheryl Wilson,Marketing,42509.78
13943,Natalie Gordon DVM,Marketing,110134.31
13944,Jessica Jones,IT,34388.49
13945,Thomas Kim,Marketing,80589.34
13946,Patricia Medina,IT,104648.42
13947,Steven Townsend,Operations,104696.09
13948,Vanessa Ward,IT,74354.16
13949,Mr. Casey Johnson,Finance,111358.60
13950,Jason Marshall,Marketing,100753.04
13951,Michael Hall,Sales,115123.42
13952,Michelle Garcia,Operations,99631.33
13953,Christopher Dunn,Operations,148576.60
13954,Alexander Miranda,IT,96219.93
13955,Peggy Rice,Marketing,122585.77
13956,Kyle Wells,Finance,148283.74
13957,Wesley Taylor,Marketing,63651.34
13958,Christine Rodriguez,Support,54660.37
13959,Adam Crane,HR,92406.05
13960,John Baker,IT,102117.07
13961,Kristin Williams,Support,122154.95
13962,Tabitha Brooks,Finance,70688.18
13963,John Lopez,Research,121555.31
13964,Laura Burton,Research,103750.46
13965,William Young,Operations,78551.37
13966,William Murphy,Finance,124330.61
13967,Sara Roy,Support,38563.60
13968,Megan Williamson,Sales,139864.60
13969,Elizabeth Soto,Operations,111146.42
13970,Anthony Mann,Operations,112738.43
13971,Kevin Johnson,Sales,87867.09
13972,Maurice Hendricks,Research,63983.16
13973,Troy Archer,Support,120017.17
13974,Jamie Davis,Support,54017.04
13975,Leah Santiago,Research,66427.44
13976,Tina Ferguson,Sales,51380.42
13977,Charles Anderson,Operations,109863.38
13978,John Young,Finance,92031.08
13979,Whitney Wade,HR,92965.89
13980,Shelly Jimenez,Sales,104806.06
13981,Eric Miller,IT,118795.83
13982,Jacob Johnson,Sales,54522.31
13983,Stephanie Shaw,Support,134180.13
13984,Crystal Fitzgerald,Marketing,109359.05
13985,Ashley Frey,HR,141941.13
13986,Robert Jackson,Support,80017.18
13987,John Morgan,Operations,50140.25
13988,Nancy Howard,Marketing,124594.32
13989,Angela Cannon,Support,57029.44
13990,Dustin Peterson,HR,59404.21
13991,Tina Watts,Operations,131725.28
13992,Gregory Andrade,Sales,67852.08
13993,Katherine Olson,Research,136347.01
13994,Dr. Brandon Taylor,HR,117068.35
13995,Rachel Tapia,Sales,47426.26
13996,Mrs. Alexis Nelson MD,Sales,31933.85
13997,Dr. Richard Roberts Jr.,Research,38079.60
13998,Ryan Simmons,Finance,94852.73
13999,Kimberly Hall,Research,121442.93
14000,Matthew Morrow,Support,88721.79
14001,Michael Romero,Research,115046.95
14002,Toni Wright,HR,63037.18
14003,Nancy Caldwell,Finance,34649.08
14004,Frank Villa,Support,106523.09
14005,Gina Steele,IT,31494.03
14006,John Adams,HR,43768.99
14007,Ryan Blankenship,Support,61431.37
14008,Terri Burke,Marketing,48570.58
14009,Christopher Dickerson PhD,Marketing,98020.10
14010,Elizabeth Larson,Finance,97172.70
14011,William Curtis,Research,143899.11
14012,John Watkins,Marketing,92300.31
14013,April Bautista,HR,112924.10
14014,Jeremy Hopkins,IT,83690.20
14015,Tina Sawyer DDS,Support,133675.55
14016,Madison Rodriguez,IT,48992.91
14017,Mr. Edward Fuentes,IT,34948.95
14018,Angela Wilson,Support,41310.96
14019,Sharon Hooper,Support,117014.26
14020,Paul Clark,Operations,109876.11
14021,Antonio Ray,Sales,102378.70
14022,Adrian Simon,Research,98033.23
14023,David Wade,Operations,128939.25
14024,Kathy Hernandez,Research,90554.75
14025,William Gay,HR,38154.38
14026,April Owens,Sales,142175.17
14027,John Tapia,HR,51463.88
14028,Kristy Martin,IT,132148.68
14029,Noah Fletcher,Operations,138589.47
14030,Kelli Finley,Support,51473.99
14031,Brian Peterson,Marketing,63262.57
14032,Derek Parker,Support,38563.28
14033,Erika Miller,IT,145772.28
14034,Donna Thomas,Marketing,99261.68
14035,Wendy Erickson,Operations,94569.41
14036,Corey Mendoza,Marketing,126217.21
14037,Kevin Olson,IT,140990.30
14038,Michelle Jones,Sales,132829.09
14039,Keith Oliver,Sales,67496.17
14040,Tiffany Rogers,HR,54794.29
14041,Dawn Russo,Marketing,140740.19
14042,David Brewer,HR,86751.29
14043,Ashley Kelly,Operations,62350.47
14044,Stephanie Roth,Operations,135408.98
14045,Andrew Jackson,Research,124422.33
14046,David Roth,Support,134843.92
14047,Eric Ward,HR,46968.00
14048,Chelsea Moreno,Finance,132591.15
14049,David Phillips,Marketing,43873.69
14050,Caitlin Riley,Finance,136755.67
14051,Kristen Rogers,Research,145677.94
14052,Jessica Griffith,Finance,73033.41
14053,Gina Goodwin,Marketing,70018.45
14054,Catherine Hall,IT,81775.68
14055,Daniel Glenn,Marketing,83663.46
14056,Elizabeth Griffin,Support,33700.43
14057,Tracy Vasquez,HR,87636.71
14058,Lauren Johnson,Research,76680.16
14059,Karen Zhang,Marketing,147999.94
14060,Eric King,Finance,144265.39
14061,Latoya Villa,HR,142680.90
14062,Carla Evans,Finance,95501.48
14063,Kim Garcia,HR,82829.26
14064,Joshua Stewart,IT,98481.33
14065,Gregory Lopez,IT,136978.31
14066,Thomas Rhodes,IT,98172.99
14067,Michael Russell,Marketing,37483.83
14068,Rachel Schmidt,Finance,103596.14
14069,Kristina Hawkins,Support,97196.55
14070,Jay Martinez,Research,84134.29
14071,Kelly Schultz DVM,IT,42300.62
14072,Molly Taylor,Research,115309.48
14073,Heather Short,IT,43213.44
14074,Brian Miles,IT,127982.35
14075,Douglas Hogan,Operations,85191.97
14076,Kimberly Johnson,Marketing,141797.48
14077,Gregory Tucker,IT,101601.35
14078,Sarah Gallagher,Sales,92463.69
14079,Donna Brown,Research,90645.59
14080,Jessica Smith,Operations,123912.61
14081,Nicholas Boyd,Operations,67305.85
14082,Lisa Khan,Finance,121139.70
14083,Victoria Smith,Marketing,44332.31
14084,Roberta Adams,HR,78929.10
14085,Tammy Kelly,IT,69489.13
14086,Timothy Mitchell,Marketing,42093.98
14087,Andrew Thompson,Finance,90678.18
14088,Norman Riley,Research,105646.96
14089,Erin Stewart,Marketing,53573.11
14090,Natasha Smith,IT,136085.47
14091,Angel Powell,HR,146834.53
14092,Angela Johnson,HR,141980.89
14093,Elizabeth Williams,Research,76244.71
14094,Brittany Lambert,Support,94785.71
14095,Michael Hall,Research,73461.60
14096,Martin Tate,Sales,128911.65
14097,Jason Evans,IT,140237.66
14098,Jeremiah Wallace,Research,106860.14
14099,Audrey Fischer,HR,67170.27
14100,George King,Research,120450.36
14101,Jeffrey Flores,Marketing,111811.17
14102,Natalie Martin,HR,86901.52
14103,Anthony Henson,Finance,99756.45
14104,John Proctor,Operations,148379.07
14105,Christina Rodriguez MD,IT,49409.21
14106,Jordan Roberts,IT,42465.15
14107,Jennifer Miller,Finance,46779.81
14108,Deborah Morgan,IT,80231.07
14109,Amanda Roy,HR,121410.26
14110,Kelly Mccoy,HR,113678.58
14111,Richard Garcia,IT,60773.53
14112,Lynn Foster,Sales,63739.00
14113,Nicholas Richardson,Sales,81816.83
14114,Sara Sims,HR,63882.37
14115,Kenneth Watts,Marketing,54257.58
14116,Zachary Anderson,IT,41575.02
14117,Amy Hernandez,Research,31769.57
14118,Catherine Schultz,HR,87713.95
14119,Diane Gray,Marketing,83104.69
14120,Haley Dixon,Operations,87128.58
14121,Alvin Taylor,Finance,90211.09
14122,Diana Gonzalez,Marketing,133290.75
14123,Nicole Smith,Finance,30980.49
14124,Raymond Rogers,Research,86608.21
14125,Ryan Robinson,Support,146270.93
14126,Bryan Miller,Finance,140542.88
14127,Jeremy Williams,Marketing,139065.27
14128,Katherine Boone,HR,113139.27
14129,Jennifer Palmer,IT,96047.64
14130,Jill Barber,IT,98428.57
14131,Brittany Rogers,Marketing,120969.49
14132,Donald Knight DDS,Sales,112280.55
14133,Michael Reyes,Marketing,77368.44
14134,Aaron Robinson,HR,118611.68
14135,Whitney Nixon,Sales,38445.27
14136,John Whitaker,Operations,112577.86
14137,Rhonda Wolfe,HR,104965.79
14138,Daniel Garrison,Sales,33175.74
14139,Henry Hicks,Finance,120144.44
14140,Kevin Monroe,Marketing,117109.04
14141,Bruce Davis,IT,98086.69
14142,Angela Orr,IT,60213.28
14143,Benjamin Hamilton,Research,50363.55
14144,Calvin Smith,HR,112985.22
14145,Andrew Walker,Finance,112528.36
14146,Richard Lewis,IT,147495.29
14147,Mary Johnson,Sales,120834.53
14148,Randy Garcia,HR,75150.75
14149,Nancy Murray,HR,60809.40
14150,Nicole Bates,Sales,109704.49
14151,Peter Vasquez,Support,124336.78
14152,Daniel Clark,Support,38077.69
14153,Mark Dorsey,Marketing,58324.07
14154,Charlotte Zuniga,Operations,88368.00
14155,Devin Butler,Finance,65865.65
14156,James Figueroa,IT,33391.09
14157,Jennifer Hall,Sales,42309.56
14158,George Arnold,Research,120269.45
14159,Luke Frederick,HR,103797.20
14160,Edward May,Support,58276.74
14161,Shannon Adams,Finance,110822.83
14162,Thomas Costa,HR,84935.48
14163,Chad Estrada,Operations,90799.65
14164,David Parks,Finance,58933.45
14165,David Sawyer,HR,142937.86
14166,Amber Brown,IT,89613.02
14167,Gary Aguirre,Support,134859.30
14168,Terry Yu,HR,146652.04
14169,John Cochran,HR,39359.25
14170,Tony Waters,Sales,120823.89
14171,Andrew Woods,Sales,47735.08
14172,Andrew Hoover,HR,31285.99
14173,Joe Miller,Marketing,117750.53
14174,Shannon Thomas,IT,78016.20
14175,Brandi Chambers,Sales,69889.80
14176,Douglas Hill,Marketing,33943.19
14177,Aimee King,Operations,130538.56
14178,Wayne Palmer,Research,66027.38
14179,Nicholas Garcia,Sales,60658.14
14180,Mathew Moore,Sales,33022.73
14181,Robert Bridges,Operations,97932.23
14182,Joyce Morrison,Marketing,124038.48
14183,Crystal Perry,Operations,148579.94
14184,Michael Henson,IT,105294.18
14185,Tony Ramirez,Support,131894.61
14186,Brent Davis MD,Marketing,44320.05
14187,Denise Torres,Operations,91664.89
14188,Tamara Wood,Operations,105154.14
14189,Julie Johnston,HR,132920.24
14190,Christopher Long,IT,113549.50
14191,Melissa Dawson,IT,42853.77
14192,Dean Davies,Support,47483.70
14193,Kristin Barron,HR,133746.99
14194,Bryan Hayden,IT,115409.32
14195,Ashley Spencer,IT,48088.92
14196,Roger Carter,Research,119686.00
14197,Linda Powell,Research,70229.98
14198,Joshua Hart,IT,117865.34
14199,Kevin Johnson,Support,56873.19
14200,Ray Osborne,IT,37630.80
14201,Teresa Davies,Finance,69840.69
14202,Ashley Harrington,Finance,120466.04
14203,Nathaniel Harris,Support,117953.50
14204,Timothy Smith,HR,69209.60
14205,Daniel Harrison,Operations,43321.86
14206,James Hill,Sales,101202.91
14207,Christopher Stewart,Operations,104433.13
14208,Sean Thomas,IT,129082.86
14209,Stephanie Nguyen,Sales,137244.39
14210,Calvin Arnold,Research,86759.71
14211,Renee Vazquez,Marketing,41189.81
14212,Kimberly Jackson,Finance,141944.24
14213,Garrett Griffin,Finance,148317.07
14214,Jordan Bauer,Marketing,48588.02
14215,Patricia Clark,IT,56950.43
14216,Amanda Rogers,Sales,38579.48
14217,Brittany Phillips,HR,73740.67
14218,Kyle Ware,IT,67926.47
14219,Matthew Richards,Finance,42694.01
14220,Cynthia Kirk,IT,86793.57
14221,David Black,Marketing,101426.71
14222,Brandon Moore,Sales,98539.16
14223,Jonathan Cooper,Marketing,129233.89
14224,Dean Watson,Finance,41647.74
14225,Brian Ortiz,Sales,30090.23
14226,Robert Murillo,Marketing,117030.15
14227,Adrian Harris,Operations,68745.08
14228,William Small,Support,51937.78
14229,Timothy Rasmussen,Finance,148564.86
14230,Alan Guzman,Operations,78842.77
14231,Steven Sanchez,Operations,84518.41
14232,James Palmer,Marketing,85891.75
14233,Lisa Hernandez,Marketing,53252.45
14234,Ronald King,HR,114280.42
14235,Ann Rodriguez,Research,43200.21
14236,Kristina Morton,Sales,32723.32
14237,Summer Ellis,HR,56881.43
14238,Marilyn Harrell,Operations,107983.29
14239,Linda Smith,Sales,129924.31
14240,Duane Gilbert,HR,53936.86
14241,George Guerra,Support,94994.11
14242,Scott Scott,Operations,90275.98
14243,Courtney Peters,Marketing,101540.96
14244,Charles Lewis,IT,126573.33
14245,Dr. Brandon Smith,Research,44028.07
14246,Wayne Hopkins,Support,84094.70
14247,Justin Anderson,Support,97122.93
14248,Lisa Castro,Research,109210.00
14249,Christina Vega,Sales,56248.18
14250,Christopher Hamilton,Sales,120335.69
14251,Lindsay Brooks,HR,115389.37
14252,Kimberly Savage,HR,102134.91
14253,James Smith,IT,68065.45
14254,Michael Johnson,IT,125826.03
14255,Susan Snyder,IT,83845.04
14256,Melinda Moore,Support,44473.05
14257,Patrick Carlson,IT,143377.93
14258,Todd Hurst,Research,99019.20
14259,Jennifer Gallagher,Support,147207.67
14260,Richard Ramos,HR,74893.98
14261,April Smith,Sales,37238.73
14262,Patrick Sanders,Operations,33651.28
14263,Connie Dennis,HR,59326.13
14264,Mr. Nicholas White,Sales,124357.50
14265,Angel Berger,Finance,73479.70
14266,Jennifer Hughes,Marketing,112837.90
14267,Javier Nielsen,Finance,59969.02
14268,Brittany Fields,Sales,101386.48
14269,David Burke,HR,108365.60
14270,Tyler Donovan,Operations,97271.95
14271,Sheila Robertson,Finance,149897.55
14272,Donna Mathews,IT,95681.05
14273,Laurie Ruiz,Marketing,109285.92
14274,Douglas Alexander,HR,127310.69
14275,Brandon Gomez,Finance,37013.37
14276,Angela Torres,Sales,80967.76
14277,Shelly Underwood,Marketing,82215.11
14278,Sean Barry,Sales,130453.04
14279,Barbara Davidson,Sales,63631.29
14280,Lori Ramsey,Marketing,130451.53
14281,Jeremy Page,Operations,46149.26
14282,Joshua Ford,Sales,63669.04
14283,Antonio Rubio,Finance,104279.19
14284,Vanessa Moore DVM,Operations,118626.51
14285,Susan Jackson,Support,41897.42
14286,Anthony Miles,Finance,120377.85
14287,Amy Davenport,Research,71385.18
14288,Jeffery Patterson,Marketing,104057.45
14289,Maria Gonzalez,Operations,56907.39
14290,Stephen Navarro,Operations,127677.00
14291,Joshua Lawson,HR,62811.12
14292,Gabriel Lowery,Support,74887.51
14293,Abigail Welch,Research,77862.25
14294,Shari Myers,Finance,32727.24
14295,Ellen Dixon,Marketing,44690.08
14296,Jeffrey Johnson,IT,122987.25
14297,Jeffrey Carter,Research,110110.57
14298,Cynthia Martin,Operations,66061.88
14299,David Hines,Sales,137572.60
14300,Frank Walker,Research,121662.32
14301,Jessica Mcdonald,IT,36893.47
14302,Peter Mccann,Finance,69493.78
14303,Daniel Hill,Finance,141044.41
14304,Robert Smith,Operations,118044.87
14305,Paula Cook,Support,106696.67
14306,Karen Silva,Research,38456.06
14307,George Miller,Finance,124440.76
14308,Adam Stanley,Operations,74136.13
14309,Susan Adams,IT,131008.03
14310,Sarah Black,Finance,96298.02
14311,Denise Henry,Research,128077.69
14312,Kimberly Forbes,Sales,66364.68
14313,Sandra Hudson,Operations,67413.45
14314,Gary Hood,Operations,71843.19
14315,Ms. Ashley Page MD,Sales,133676.87
14316,Heidi Vasquez,IT,53782.35
14317,Nathaniel Lopez,HR,104212.18
14318,Amy Rogers,HR,94757.30
14319,Heidi Lynn,IT,74576.62
14320,Jacqueline Carroll,Support,89556.02
14321,Lisa Ramirez,Finance,63353.71
14322,John Wheeler,IT,77959.88
14323,Samantha Baxter,Sales,139907.64
14324,Chelsea Taylor,Operations,124747.86
14325,Curtis Kelly,Research,41207.88
14326,Donald Elliott,Finance,148659.10
14327,Jason Anderson,Operations,105514.42
14328,Allison Ramirez,Marketing,133181.18
14329,Gabriel Lindsey,Finance,34723.23
14330,John Kelly,Research,34246.88
14331,Victoria Schroeder,Marketing,115705.99
14332,Miguel Marquez,Sales,123843.07
14333,Erica Santos,Finance,120247.92
14334,Dale Johnson,Research,73188.62
14335,Christopher Keith,IT,134476.06
14336,Karen Williams,Sales,64893.64
14337,Carol Smith,HR,146179.39
14338,Alexander Roth,Finance,141232.06
14339,David Johnson,HR,112841.94
14340,Eric Thomas,Support,111541.93
14341,William Bishop,Marketing,122245.94
14342,Tiffany Mendoza,IT,147952.36
14343,Vanessa Rojas,Support,117998.45
14344,Justin Perez,Sales,38535.91
14345,Jaime Johnson,Sales,140930.15
14346,Susan Hunt,Research,137266.92
14347,Christopher Reese,Operations,147915.59
14348,Andrew Lucas,Research,130385.59
14349,Willie Waller,IT,115431.88
14350,Jennifer Blair,Marketing,62226.91
14351,Gary Reyes,Operations,98747.95
14352,Patrick Thomas,Research,65469.60
14353,Erika Cline,Operations,74201.54
14354,John Wilson,Finance,140855.56
14355,Katherine Armstrong,Sales,45298.02
14356,William Petersen,Research,132106.34
14357,Sara Ray,HR,145185.44
14358,James Cooper,Research,130210.64
14359,Matthew Cox,Sales,146138.35
14360,Colleen Fox,HR,57371.02
14361,Allison Anderson,Research,74778.58
14362,Amanda Gilbert,Finance,147077.35
14363,Kevin George,Finance,128727.41
14364,Todd Cochran,Research,125772.19
14365,Christine Jacobs,Research,106663.12
14366,Daniel Moon,Sales,41185.42
14367,Rebecca Farrell,Finance,84228.96
14368,Richard Boyle MD,Support,76722.11
14369,Rebecca Burns,Operations,39540.47
14370,Arthur Collier,IT,109118.68
14371,Alexander Smith,HR,108135.67
14372,Paul Williams,IT,101108.99
14373,Theresa Jones,Operations,137242.23
14374,Bryan Klein,Support,55144.79
14375,Allison Clay,Support,112057.80
14376,Alexis Williamson,HR,44646.42
14377,Ronald Cuevas,Finance,100275.95
14378,Tina Vincent,IT,58070.75
14379,John Campbell,IT,43895.39
14380,Heather Hines,Sales,62188.56
14381,Tiffany Garrison,Operations,66917.75
14382,Lauren Murphy,HR,77100.10
14383,Angel Bailey,Research,93613.10
14384,Michael Rose,Finance,45810.73
14385,Tracy Watson,Finance,64024.42
14386,Denise Henry,Research,40898.05
14387,Joseph Flowers,Marketing,104171.14
14388,Jacqueline Clark,Finance,73419.16
14389,Justin Duke,HR,92946.94
14390,Janet Marquez,Finance,94652.47
14391,Susan Garner,IT,102056.47
14392,Joseph Trujillo,HR,71756.05
14393,Jamie Roberts,IT,93101.14
14394,Beth Berry,Sales,52684.77
14395,Ashley Duncan,HR,64816.57
14396,Andrew Walker,Operations,77511.93
14397,Whitney Martinez,IT,107723.89
14398,Jennifer Anderson,Sales,62913.01
14399,Corey Garza,Support,71802.57
14400,Paul Romero,Support,41631.92
14401,Dorothy Green,IT,104981.96
14402,Thomas Jennings,Finance,49908.37
14403,Joseph Compton,Support,82865.76
14404,Marissa Rodriguez,Finance,33185.89
14405,Steven Lyons,Sales,52803.62
14406,Mr. Samuel Campbell,Finance,149207.59
14407,Abigail Vasquez,Finance,70947.73
14408,Vincent Hayes,Marketing,91157.31
14409,Leslie Bowen,Support,112606.18
14410,Shelby Johnson,Operations,136176.14
14411,Angela Lee MD,Finance,60203.40
14412,Diane Thornton,Operations,140838.56
14413,Derrick Smith,HR,131635.47
14414,Gregory Burns,Operations,41581.90
14415,Patrick Leach,IT,50959.81
14416,Anne Hall,Sales,59409.44
14417,Beverly Wells,Finance,85331.77
14418,Joseph Clayton,HR,97489.60
14419,Patricia Luna,Marketing,53801.88
14420,Beth Miller,Finance,64098.34
14421,Evan Navarro,Marketing,116522.19
14422,Joseph Swanson,Operations,114059.79
14423,Craig Gilmore,Operations,56464.97
14424,Selena Wong,HR,33989.61
14425,Brett Wallace,Sales,40604.16
14426,Karen Mendoza,Finance,104592.24
14427,Jeffrey Oliver,IT,66337.05
14428,Amber Fuentes,Support,89909.11
14429,Sarah Sparks,Support,119441.81
